price,taker_trades,taker_wins,taker_win_rate,maker_trades,maker_wins,maker_win_rate,combined_trades,combined_wins,combined_win_rate,implied_probability,taker_mispricing_pct,maker_mispricing_pct,combined_mispricing_pct
1,1343181,5711.0,0.42518469215988014,996039,15658.0,1.572026798147462,2339220,21369.0,0.9135096314156,1.0,-57.481530784011994,57.202679814746205,-8.649036858439995
2,651974,7572.0,1.1613960065892197,723601,18542.0,2.5624619092566205,1375575,26114.0,1.8984061210766408,2.0,-41.93019967053901,28.123095462831028,-5.079693946167962
3,813871,14406.0,1.7700593828751732,750542,27934.0,3.721843680966555,1564413,42340.0,2.706446443490306,3.0,-40.998020570827556,24.061456032218498,-9.785118550323135
4,723802,17958.0,2.481065263704715,640746,29110.0,4.543141900222553,1364548,47068.0,3.449347329665208,4.0,-37.973368407382125,13.57854750556382,-13.7663167583698
5,741347,25587.0,3.4514201851494644,666183,33278.0,4.9953241076400925,1407530,58865.0,4.182148870716787,5.0,-30.971596297010713,-0.09351784719815015,-16.357022585664254
6,690933,27209.0,3.9380084610229935,612360,36859.0,6.0191717290482725,1303293,64068.0,4.915855452304278,6.0,-34.366525649616776,0.31952881747120776,-18.0690757949287
7,690153,32545.0,4.715621028960245,581456,41086.0,7.06605486915605,1271609,73631.0,5.790380533638878,7.0,-32.63398530056792,0.9436409879435661,-17.280278090873175
8,692938,41350.0,5.96734484181846,562755,46205.0,8.210500128830486,1255693,87555.0,6.972643791117734,8.0,-25.40818947726925,2.631251610381069,-12.84195261102833
9,679549,45851.0,6.747269144682724,529512,48238.0,9.10989741497832,1209061,94089.0,7.781989494326589,9.0,-25.030342836858626,1.2210823886480031,-13.533450063037902
10,697455,54518.0,7.816705020395581,597797,60946.0,10.195099674304153,1295252,115464.0,8.914404301247943,10.0,-21.83294979604419,1.9509967430415287,-10.855956987520567
11,613216,53525.0,8.728571987684601,550903,62020.0,11.257880243890485,1164119,115545.0,9.9255316681542,11.0,-20.649345566503623,2.344365853549862,-9.76789392587091
12,610900,60623.0,9.923555410050744,567735,70272.0,12.377605749161141,1178635,130895.0,11.105643392568522,12.0,-17.303704916243802,3.1467145763428426,-7.452971728595648
13,609195,71808.0,11.787358727501047,513520,67089.0,13.06453497429506,1122715,138897.0,12.371527947876354,13.0,-9.328009788453482,0.4964228791927748,-4.834400400951125
14,631587,79463.0,12.581481252780694,531300,71107.0,13.383587427065688,1162887,150570.0,12.947947650975546,14.0,-10.132276765852184,-4.4029469495308,-7.514659635888954
15,659028,84192.0,12.775177989402575,576594,87825.0,15.23168815492357,1235622,172017.0,13.921490552936092,15.0,-14.832146737316165,1.5445876994904613,-7.190062980426054
16,611319,87234.0,14.269800218870998,559528,91425.0,16.33966486038232,1170847,178659.0,15.258953560969111,16.0,-10.813748632056264,2.1229053773895057,-4.631540243943055
17,639590,97972.0,15.317938054065886,515652,85041.0,16.491936422238254,1155242,183013.0,15.841962117028293,17.0,-9.894482034906554,-2.9886092809514464,-6.811987546892392
18,627660,98527.0,15.6975113915177,528061,95310.0,18.049051151287447,1155721,193837.0,16.771954476902298,18.0,-12.79160338045722,0.27250639604137206,-6.822475128320566
19,625136,105445.0,16.86752962555348,526772,99683.0,18.92336722528912,1151908,205128.0,17.80767214048344,19.0,-11.22352828656063,-0.40333039321515984,-6.275409786929262
20,666888,125664.0,18.84334400978875,640730,146406.0,22.84987436205578,1307618,272070.0,20.80653524194375,20.0,-5.783279951056244,14.249371810278893,4.032676209718744
21,626654,133497.0,21.30314336140837,596391,144162.0,24.172396967761085,1223045,277659.0,22.702271788854866,21.0,1.4435398162303346,15.106652227433736,8.106056137404122
22,657966,155213.0,23.589820750616294,572253,124371.0,21.73356889347893,1230219,279584.0,22.72636010336371,22.0,7.226457957346791,-1.2110504841866738,3.30163683347141
23,658550,140084.0,21.2715815048212,559789,121028.0,21.62028907320437,1218339,261112.0,21.43180182198879,23.0,-7.514863022516524,-5.998743159981007,-6.818252947874834
24,652428,139872.0,21.438687487354926,545612,121255.0,22.22366810114147,1198040,261127.0,21.796183766819137,24.0,-10.672135469354476,-7.401382911910541,-9.182567638253596
25,671430,150799.0,22.459377746004797,627156,149293.0,23.80476308924733,1298586,300092.0,23.109135629061146,25.0,-10.16248901598081,-4.780947643010677,-7.563457483755415
26,617574,141373.0,22.891669662259098,592856,150445.0,25.376313978436585,1210430,291818.0,24.10862255562073,26.0,-11.955116683618854,-2.39879239062852,-7.27452863222796
27,653378,158043.0,24.188601391537517,593297,162539.0,27.395891096701988,1246675,320582.0,25.7149617983837,27.0,-10.412587438749936,1.4662633211184724,-4.7594007467270325
28,674466,179587.0,26.62654603790258,577981,182498.0,31.57508637827195,1252447,362085.0,28.910205381944305,28.0,-4.905192721776507,12.768165636685541,3.2507335069439467
29,661997,188970.0,28.54544658057363,556473,164798.0,29.61473422789605,1218470,353768.0,29.033788275460207,29.0,-1.5674255842288678,2.1197731996415543,0.11651129469036903
30,720004,206874.0,28.7323403758868,661795,206116.0,31.14499202925377,1381799,412990.0,29.88784910106318,30.0,-4.225532080377334,3.8166400975125705,-0.3738363297894054
31,701674,198527.0,28.293338501925394,652415,227142.0,34.81556984434754,1354089,425669.0,31.435821426804296,31.0,-8.73116612282131,12.308289820475945,1.4058755703364378
32,682354,231519.0,33.929455971533834,648187,225930.0,34.85568207939993,1330541,457449.0,34.380676732246506,32.0,6.0295499110432305,8.92400649812477,7.439614788270332
33,690437,234324.0,33.938505613111694,627693,224083.0,35.699458174617206,1318130,458407.0,34.777070546911155,33.0,2.8439564033687694,8.180176286718806,5.385062263367136
34,709167,249809.0,35.225694371001474,631483,234928.0,37.202585026041874,1340650,484737.0,36.15686420766046,34.0,3.604983444121982,9.419367723652568,6.343718257824888
35,696385,243057.0,34.90267596229097,741746,261432.0,35.24548834776325,1438131,504489.0,35.07948858622754,35.0,-0.27806867916865485,0.7013952793235693,0.22711024636440208
36,697918,249190.0,35.70476760880218,726858,259641.0,35.7210074044724,1424776,508831.0,35.71305243771653,36.0,-0.8200899755495032,-0.7749794320211044,-0.7970765618985354
37,738718,271728.0,36.78372531872785,703546,275792.0,39.20027972584593,1442264,547520.0,37.962536678444444,37.0,-0.5845261656003962,5.9467019617457595,2.6014504822822806
38,753931,271088.0,35.95660610851656,734569,304826.0,41.49725893687319,1488500,575914.0,38.69089687604971,38.0,-5.377352346009053,9.203312991771547,1.818149673815035
39,772541,286736.0,37.11595889409106,670233,271521.0,40.51143408337101,1442774,558257.0,38.693308861956204,39.0,-4.830874630535749,3.8754720086436087,-0.7863875334456303
40,778782,299458.0,38.45209570842675,764009,318264.0,41.65710089802607,1542791,617722.0,40.03925353466542,40.0,-3.8697607289331337,4.142752245065182,0.0981338366635498
41,668264,262907.0,39.34178707816073,765308,319979.0,41.81048675827249,1433572,582886.0,40.659694804307,41.0,-4.044421760583591,1.9767969713963152,-0.8300126724219478
42,690406,270359.0,39.15942213711932,799617,327471.0,40.953481479258194,1490023,597830.0,40.12219945598155,42.0,-6.763280625906377,-2.4917107636709663,-4.4709536762344015
43,762750,301996.0,39.593051458538184,758813,319116.0,42.054630060370606,1521563,621112.0,40.82065612794212,43.0,-7.923136142934455,-2.1985347433241724,-5.068241562925297
44,799892,322134.0,40.272186745210604,755608,340145.0,45.016066531852495,1555500,662279.0,42.57659916425587,44.0,-8.472302851794081,2.3092421178465794,-3.2350018994184833
45,794511,339771.0,42.764794949346204,813376,368615.0,45.319138995987096,1607887,708386.0,44.05695176340129,45.0,-4.967122334786215,0.7091977688602135,-2.0956627479971406
46,776754,350753.0,45.15625281620693,790828,372028.0,47.04284623205046,1567582,722781.0,46.1080185916909,46.0,-1.8342330082458047,2.267057026196648,0.2348230254150005
47,788742,351182.0,44.5243184716929,816996,376005.0,46.02286914501418,1605738,727187.0,45.28677779313935,47.0,-5.267407507036381,-2.079001819118773,-3.645153631618403
48,861163,392541.0,45.58265972876215,793693,376422.0,47.42664985076094,1654856,768963.0,46.467064203773624,48.0,-5.03612556507885,-1.1944794775813783,-3.1936162421382828
49,817625,377699.0,46.194649136217706,789841,392240.0,49.660627898526414,1607466,769939.0,47.897684927706095,49.0,-5.7252058444536615,1.3482202010743143,-2.2496225965181735
50,888442,432464.0,48.67667219694702,888519,456057.0,51.32777126881924,1776961,888521.0,50.00227917213715,50.0,-2.6466556061059663,2.655542537638482,0.004558344274300907
51,789789,397604.0,50.34306631264806,817592,439908.0,53.805320991399135,1607381,837512.0,52.104137102528895,51.0,-1.2881052693175248,5.500629394900265,2.1649747108409714
52,793644,417247.0,52.57357202977658,861405,468699.0,54.41099134553433,1655049,885946.0,53.529895489499104,52.0,1.103023134185727,4.636521818335245,2.9421067105752003
53,816952,440946.0,53.97452971533211,788747,437617.0,55.48255651051605,1605699,878563.0,54.71529844634642,53.0,1.838735311947378,4.684068887766128,3.236412162917767
54,790855,418810.0,52.95661025093096,776797,426022.0,54.843414688779696,1567652,844832.0,53.891552461898435,54.0,-1.9322032390167456,1.5618790532957327,-0.2008287742621575
55,813385,444764.0,54.68062479637564,794616,454834.0,57.239471644165235,1608001,899598.0,55.94511446199349,55.0,-0.580682188407929,4.0717666257549725,1.7183899308972561
56,755582,415453.0,54.98450201301778,799850,477759.0,59.73107457648309,1555432,893212.0,57.42533264070689,56.0,-1.8133892624682475,6.66263317229123,2.5452368584051626
57,758752,439673.0,57.94686537893804,762693,460691.0,60.40320286143966,1521445,900364.0,59.17821544649988,57.0,1.66116733147025,5.970531335859051,3.821430607894521
58,799619,472154.0,59.04737131058667,690462,420092.0,60.8421607561314,1490081,892246.0,59.87902671062848,58.0,1.8058126044597747,4.900277165743792,3.2397012252215176
59,765281,445326.0,58.19117422227914,668185,405302.0,60.657153333283446,1433466,850628.0,59.340647074991665,59.0,-1.370891148679428,2.808734463192282,0.5773679237146865
60,763931,445715.0,58.34492905772903,778804,479375.0,61.552714161714626,1542735,925090.0,59.964284209536956,60.0,-2.758451570451612,2.5878569361910424,-0.05952631743840679
61,670239,398680.0,59.48325895687956,772551,485827.0,62.88607483518887,1442790,884507.0,61.3053181682712,61.0,-2.486460726426951,3.0919259593260193,0.5005215873298351
62,734560,429766.0,58.50658897843607,754191,483067.0,64.05101625450317,1488751,912833.0,61.31535763871863,62.0,-5.634533905748273,3.3080907330696254,-1.1042618730344669
63,703518,427744.0,60.80071867386478,738595,466849.0,63.20771193956092,1442113,894593.0,62.03348836048215,63.0,-3.4909227398971767,0.3297014913665445,-1.5341454595521384
64,726877,467214.0,64.27689966803187,697930,448782.0,64.30186408379063,1424807,915996.0,64.28912828193573,64.0,0.4326557312998025,0.4716626309228644,0.45176294052458044
65,741701,480287.0,64.75480011487109,696483,453421.0,65.10151719424594,1438184,933708.0,64.92270808185879,65.0,-0.3772305925060183,0.1561802988399126,-0.11891064329417461
66,631455,396552.0,62.799724445922514,709275,459379.0,64.76740333439075,1340730,855931.0,63.840668889336406,66.0,-4.848902354662857,-1.8675707054685613,-3.2717138040357483
67,627707,403620.0,64.30070080467479,690609,456229.0,66.06183817471246,1318316,859849.0,65.22328485734832,67.0,-4.028804769142105,-1.4002415302799058,-2.6518136457487786
68,648189,422261.0,65.1447340204786,682444,450967.0,66.0811729607118,1330633,873228.0,65.62500704551894,68.0,-4.198920558119714,-2.8218044695414752,-3.4926366977662626
69,652390,425256.0,65.18432226122411,701649,503098.0,71.70223288282318,1354039,928354.0,68.56183610664094,69.0,-5.529967737356362,3.916279540323452,-0.6350201353029866
70,661796,455682.0,68.85535723999541,720166,513278.0,71.27217891430587,1381962,968960.0,70.1148077877684,70.0,-1.635203942863695,1.8173984490083839,0.16401112538342694
71,556461,391665.0,70.38498654892257,662157,473239.0,71.4693041076361,1218618,864904.0,70.9741690997507,71.0,-0.8662161282780715,0.6609917008959233,-0.03638154964690644
72,577987,395496.0,68.42645249806657,674822,495104.0,73.36808817732677,1252809,890600.0,71.08825048351345,72.0,-4.9632604193519905,1.9001224685094007,-1.2663187728979886
73,593290,430756.0,72.6046284279189,653159,495116.0,75.80328832642587,1246449,925872.0,74.280776830821,73.0,-0.5416048932617853,3.8401209951039337,1.7544888093438318
74,592867,442414.0,74.62280747621304,617493,476181.0,77.11520616428041,1210360,918595.0,75.89436200799761,74.0,0.8416317246122167,4.20973805983839,2.5599486594562357
75,627170,477886.0,76.19720331010731,671457,520691.0,77.5464400549849,1298627,998577.0,76.89482815311864,75.0,1.596271080143083,3.395253406646532,2.5264375374915176
76,545596,424341.0,77.77568017360831,652623,512827.0,78.57936358356969,1198219,937168.0,78.2134150768766,76.0,2.3364212810635627,3.3938994520653782,2.912388259048159
77,559785,438764.0,78.38080691694132,658302,518249.0,78.72511400542608,1218087,957013.0,78.56688397462578,77.0,1.7932557362874344,2.2404077992546476,2.0349142527607555
78,572245,447873.0,78.26595252033657,657866,502625.0,76.40233725409126,1230111,950498.0,77.2692870805968,78.0,0.34096476966226785,-2.048285571677866,-0.9368114351323115
79,596390,452230.0,75.82789785207666,626750,493335.0,78.71320303151177,1223140,945565.0,77.30635904311853,79.0,-4.015319174586506,-0.36303413732687667,-2.143849312508186
80,640737,494319.0,77.14850242767314,666728,541066.0,81.1524339760742,1307465,1035385.0,79.19026513138019,80.0,-3.564371965408579,1.4405424700927583,-1.0121685857747664
81,526779,427107.0,81.07897239639394,625795,520264.0,83.13649038423125,1152574,947371.0,82.1961106184939,81.0,0.09749678567152667,2.6376424496682116,1.4766797759184003
82,528053,432745.0,81.95105415554877,627487,529050.0,84.31250368533532,1155540,961795.0,83.23338006473163,82.0,-0.0596900542088112,2.8201264455308723,1.504122030160529
83,515645,430607.0,83.50842149153003,639468,541511.0,84.68148523460127,1155113,972118.0,84.15782698316096,83.0,0.6125560138916016,2.0258858248208056,1.3949722688686252
84,559534,468101.0,83.65908059206411,611649,524384.0,85.7328304305247,1171183,992485.0,84.74209410484954,84.0,-0.40585643801891125,2.0628933696722624,0.8834453629161217
85,576595,488777.0,84.76955228539963,659047,574872.0,87.22776979487047,1235642,1063649.0,86.08067708931875,85.0,-0.27111495835338045,2.6209056410240805,1.2713848109632409
86,531306,460201.0,86.61694014372132,631886,552359.0,87.41434372655827,1163192,1012560.0,87.05011726353001,86.0,0.7173722601410726,1.64458572855613,1.2210665855000142
87,513519,446431.0,86.93563431927544,609339,537569.0,88.22166314645871,1122858,984000.0,87.63352089044207,87.0,-0.07398354106271654,1.4042105131709306,0.7281849315426103
88,567743,497474.0,87.62309707032935,610934,550321.0,90.07863369856646,1178677,1047795.0,88.89585526823718,88.0,-0.4282987837166468,2.362083748370981,1.0180173502695278
89,550927,488904.0,88.74206564572076,613391,559948.0,91.28728657577304,1164318,1048852.0,90.08294984703491,89.0,-0.2898138812126325,2.5699849165989193,1.216797580938102
90,597817,536865.0,89.80423775168656,700591,645928.0,92.1975874654399,1298408,1182793.0,91.09563403799115,90.0,-0.21751360923715882,2.441763850488772,1.2173711533234963
91,529505,481271.0,90.89073757566028,681004,635100.0,93.25936411533559,1210509,1116371.0,92.22327136766435,91.0,-0.12006859817551452,2.482817709159985,1.3442542501806074
92,562779,516571.0,91.78931694324059,695075,653662.0,94.04193792036831,1257854,1170233.0,93.03408821691548,92.0,-0.2290033225645732,2.219497739530774,1.1240089314298676
93,581480,540397.0,92.93475270000688,689188,656707.0,95.28706245610776,1270668,1197104.0,94.21060418614461,93.0,-0.0701583870893739,2.459206942051357,1.3017249313382873
94,612363,575509.0,93.98167426836696,691522,664370.0,96.07358840355043,1303885,1239879.0,95.0911315031617,94.0,-0.01949545918408637,2.2059451101600334,1.1607781948528777
95,666180,632895.0,95.00360262991984,745081,719458.0,96.56104504074054,1411261,1352353.0,95.82586070188293,95.0,0.0037922420208839243,1.6432053060426717,0.8693270546136115
96,640767,611665.0,95.4582554969279,725733,707817.0,97.53132350327186,1366500,1319482.0,96.55923893157703,96.0,-0.5643171907000994,1.5951286492415246,0.5825405537260704
97,750594,722659.0,96.27828093483295,817654,803293.0,98.24363361519664,1568248,1525952.0,97.30297759027908,97.0,-0.7440402733680934,1.282096510512003,0.31234803121555105
98,723621,705080.0,97.43774710794739,660230,652704.0,98.86009420959363,1383851,1357784.0,98.11634345027029,98.0,-0.5737274408700125,0.8776471526465573,0.11871780639825785
99,995789,980131.0,98.42757853320332,1353198,1347578.0,99.58468753279269,2348987,2327709.0,99.09416271780134,99.0,-0.5782035018148317,0.5905934674673589,0.09511385636498901
